List,Name,ID,Feature Type
DC1,HLA-DMA,ENSG00000204257,Gene Expression
DC1,ID2,ENSG00000115738,Gene Expression
DC1,HLA-C,ENSG00000204525,Gene Expression
DC1,COTL1,ENSG00000103187,Gene Expression
DC1,HLA-B,ENSG00000234745,Gene Expression
DC1,C15orf48,ENSG00000166920,Gene Expression
DC1,TAP1,ENSG00000168394,Gene Expression
DC1,DUSP2,ENSG00000158050,Gene Expression
DC1,RP11-1143G9.4,ENSG00000257764,Gene Expression
DC1,VMO1,ENSG00000182853,Gene Expression
DC1,SPI1,ENSG00000066336,Gene Expression
DC1,TACSTD2,ENSG00000184292,Gene Expression
DC1,CD48,ENSG00000117091,Gene Expression
DC1,HLA-DMB,ENSG00000242574,Gene Expression
DC1,CCND1,ENSG00000110092,Gene Expression
DC1,SPINT2,ENSG00000167642,Gene Expression
DC1,BIRC3,ENSG00000023445,Gene Expression
DC1,WDFY4,ENSG00000128815,Gene Expression
DC1,PTPRE,ENSG00000132334,Gene Expression
DC1,SERPINB1,ENSG00000021355,Gene Expression
DC1,LIMD2,ENSG00000136490,Gene Expression
DC1,BASP1,ENSG00000176788,Gene Expression
DC1,MPEG1,ENSG00000197629,Gene Expression
DC1,SERPINF1,ENSG00000132386,Gene Expression
DC2,CCL19,ENSG00000172724,Gene Expression
DC2,BIRC3,ENSG00000023445,Gene Expression
DC2,CCR7,ENSG00000126353,Gene Expression
DC2,IDO1,ENSG00000131203,Gene Expression
DC2,LSP1,ENSG00000130592,Gene Expression
DC2,HLA-DQA1,ENSG00000196735,Gene Expression
DC2,HLA-DPB1,ENSG00000223865,Gene Expression
DC2,HLA-DPA1,ENSG00000231389,Gene Expression
DC2,MARCKSL1,ENSG00000175130,Gene Expression
DC2,HLA-DRA,ENSG00000204287,Gene Expression
DC2,HLA-DQB1,ENSG00000179344,Gene Expression
DC2,ID2,ENSG00000115738,Gene Expression
DC2,HLA-DRB1,ENSG00000196126,Gene Expression
DC2,LAMP3,ENSG00000078081,Gene Expression
DC2,CD74,ENSG00000019582,Gene Expression
DC2,EBI3,ENSG00000105246,Gene Expression
DC2,G0S2,ENSG00000123689,Gene Expression
DC2,CCL22,ENSG00000102962,Gene Expression
DC2,BASP1,ENSG00000176788,Gene Expression
DC2,CD83,ENSG00000112149,Gene Expression
DC2,SERPINB1,ENSG00000021355,Gene Expression
DC2,HLA-DRB5,ENSG00000198502,Gene Expression
DC2,TYMP,ENSG00000025708,Gene Expression
DC2,PNRC1,ENSG00000146278,Gene Expression
DC2,BCL2A1,ENSG00000140379,Gene Expression
DC2,HLA-C,ENSG00000204525,Gene Expression
DC2,BTG1,ENSG00000133639,Gene Expression
DC2,B2M,ENSG00000166710,Gene Expression
DC2,EPSTI1,ENSG00000133106,Gene Expression
DC2,HLA-B,ENSG00000234745,Gene Expression
DC2,LGALS2,ENSG00000100079,Gene Expression
DC2,IFI27,ENSG00000165949,Gene Expression
DC2,CXCL9,ENSG00000138755,Gene Expression
DC2,HLA-DQA2,ENSG00000237541,Gene Expression
DC2,NFKBIA,ENSG00000100906,Gene Expression
DC2,TMSB4X,ENSG00000205542,Gene Expression
DC2,CTSH,ENSG00000103811,Gene Expression
DC2,CSF2RA,ENSG00000198223,Gene Expression
DC2,MGLL,ENSG00000074416,Gene Expression
DC2,TRAF1,ENSG00000056558,Gene Expression
DC2,SYNGR2,ENSG00000108639,Gene Expression
DC2,SAMSN1,ENSG00000155307,Gene Expression
DC2,IL4I1,ENSG00000104951,Gene Expression
DC2,TUBA1C,ENSG00000167553,Gene Expression
DC2,KIF2A,ENSG00000068796,Gene Expression
DC2,TMEM176A,ENSG00000002933,Gene Expression
DC2,TFPI2,ENSG00000105825,Gene Expression
DC2,TUBB6,ENSG00000176014,Gene Expression
DC2,DUSP4,ENSG00000120875,Gene Expression
DC2,PIM3,ENSG00000198355,Gene Expression
DC3,GZMB,ENSG00000100453,Gene Expression
DC3,JCHAIN,ENSG00000132465,Gene Expression
DC3,PTGDS,ENSG00000107317,Gene Expression
DC3,PLAC8,ENSG00000145287,Gene Expression
DC3,IRF7,ENSG00000185507,Gene Expression
DC3,GPR183,ENSG00000169508,Gene Expression
DC3,LILRA4,ENSG00000239961,Gene Expression
DC3,IRF8,ENSG00000140968,Gene Expression
DC3,CLIC3,ENSG00000169583,Gene Expression
DC3,PLD4,ENSG00000166428,Gene Expression
DC3,SERPINF1,ENSG00000132386,Gene Expression
DC3,C12orf75,ENSG00000235162,Gene Expression
DC3,LTB,ENSG00000227507,Gene Expression
DC3,DERL3,ENSG00000099958,Gene Expression
DC3,SPIB,ENSG00000269404,Gene Expression
DC3,RGS2,ENSG00000116741,Gene Expression
DC3,TSPAN13,ENSG00000106537,Gene Expression
DC3,TPM2,ENSG00000198467,Gene Expression
DC3,ITM2C,ENSG00000135916,Gene Expression
DC3,MZB1,ENSG00000170476,Gene Expression
DC3,MPEG1,ENSG00000197629,Gene Expression
DC3,CYBA,ENSG00000051523,Gene Expression
DC3,PTCRA,ENSG00000171611,Gene Expression
DC3,IL3RA,ENSG00000185291,Gene Expression
DC3,PLP2,ENSG00000102007,Gene Expression
DC3,RNASE6,ENSG00000169413,Gene Expression
DC3,VAMP8,ENSG00000118640,Gene Expression
DC3,UCP2,ENSG00000175567,Gene Expression
DC3,SELL,ENSG00000188404,Gene Expression
DC3,ALOX5AP,ENSG00000132965,Gene Expression
DC3,UGCG,ENSG00000148154,Gene Expression
DC3,SMPD3,ENSG00000103056,Gene Expression
DC3,CD74,ENSG00000019582,Gene Expression
DC3,MYL12A,ENSG00000101608,Gene Expression
DC3,BCL11A,ENSG00000119866,Gene Expression
DC3,DNASE1L3,ENSG00000163687,Gene Expression
DC3,IGKC,ENSG00000211592,Gene Expression
DC3,HLA-DQB1,ENSG00000179344,Gene Expression
DC3,LINC00996,ENSG00000242258,Gene Expression
DC3,HERPUD1,ENSG00000051108,Gene Expression
DC3,AREG,ENSG00000109321,Gene Expression
DC3,HLA-DPB1,ENSG00000223865,Gene Expression
DC3,TCF4,ENSG00000196628,Gene Expression
DC3,HLA-DQA1,ENSG00000196735,Gene Expression
DC3,CXCR3,ENSG00000186810,Gene Expression
DC3,IRF4,ENSG00000137265,Gene Expression
DC3,JAML,ENSG00000160593,Gene Expression
DC3,LSP1,ENSG00000130592,Gene Expression
DC3,CTSC,ENSG00000109861,Gene Expression
DC3,ARL4C,ENSG00000188042,Gene Expression
Mast,HBA2,ENSG00000188536,Gene Expression
Mast,HBB,ENSG00000244734,Gene Expression
Mast,TPSAB1,ENSG00000172236,Gene Expression
Mast,TPSB2,ENSG00000197253,Gene Expression
Mast,HPGD,ENSG00000164120,Gene Expression
Mast,CPA3,ENSG00000163751,Gene Expression
Mast,HPGDS,ENSG00000163106,Gene Expression
Mast,MS4A2,ENSG00000149534,Gene Expression
Mast,VWA5A,ENSG00000110002,Gene Expression
Mast,ANXA1,ENSG00000135046,Gene Expression
Mast,AREG,ENSG00000109321,Gene Expression
Mast,SLC18A2,ENSG00000165646,Gene Expression
Mast,CD69,ENSG00000110848,Gene Expression
Mast,RHEX,ENSG00000263961,Gene Expression
Mast,GATA2,ENSG00000179348,Gene Expression
Mast,SAMSN1,ENSG00000155307,Gene Expression
Mast,S100A4,ENSG00000196154,Gene Expression
Mast,HDC,ENSG00000140287,Gene Expression
Mast,LTC4S,ENSG00000213316,Gene Expression
Mast,CAPG,ENSG00000042493,Gene Expression
Mast,KIT,ENSG00000157404,Gene Expression
Mast,RGS13,ENSG00000127074,Gene Expression
Mast,CD52,ENSG00000169442,Gene Expression
Mast,RAC2,ENSG00000128340,Gene Expression
Mast,IL1RL1,ENSG00000115602,Gene Expression
Mast,IFITM2,ENSG00000185201,Gene Expression
Mast,ALOX5AP,ENSG00000132965,Gene Expression
Mast,S100A6,ENSG00000197956,Gene Expression
Mast,MAOB,ENSG00000069535,Gene Expression
Mast,SRGN,ENSG00000122862,Gene Expression
Mast,GRAP2,ENSG00000100351,Gene Expression
Mast,ALDH1A1,ENSG00000165092,Gene Expression
Mast,FCER1G,ENSG00000158869,Gene Expression
Mast,ARHGDIB,ENSG00000111348,Gene Expression
Mast,FXYD5,ENSG00000089327,Gene Expression
Mast,LAT,ENSG00000213658,Gene Expression
Mast,BTK,ENSG00000010671,Gene Expression
Mast,RGS2,ENSG00000116741,Gene Expression
Mast,ACSL4,ENSG00000068366,Gene Expression
Mast,SLC45A3,ENSG00000158715,Gene Expression
Mast,SH3BGRL3,ENSG00000142669,Gene Expression
Mast,CD9,ENSG00000010278,Gene Expression
Mast,CAVIN2,ENSG00000168497,Gene Expression
Mast,FOXP1,ENSG00000114861,Gene Expression
Mast,VIM,ENSG00000026025,Gene Expression
Mast,GMPR,ENSG00000137198,Gene Expression
Mast,ALOX5,ENSG00000012779,Gene Expression
Mast,BACE2,ENSG00000182240,Gene Expression
Mast,FCER1A,ENSG00000179639,Gene Expression
Mast,BHLHE40,ENSG00000134107,Gene Expression
CD8 cytotoxic,CCL5,ENSG00000271503,Gene Expression
CD8 cytotoxic,IL32,ENSG00000008517,Gene Expression
CD8 cytotoxic,GZMK,ENSG00000113088,Gene Expression
CD8 cytotoxic,GZMA,ENSG00000145649,Gene Expression
CD8 cytotoxic,NKG7,ENSG00000105374,Gene Expression
CD8 cytotoxic,CD52,ENSG00000169442,Gene Expression
CD8 cytotoxic,CD3E,ENSG00000198851,Gene Expression
CD8 cytotoxic,IFITM1,ENSG00000185885,Gene Expression
CD8 cytotoxic,PTPRCAP,ENSG00000213402,Gene Expression
CD8 cytotoxic,CD8A,ENSG00000153563,Gene Expression
CD8 cytotoxic,CST7,ENSG00000077984,Gene Expression
CD8 cytotoxic,CD3D,ENSG00000167286,Gene Expression
CD8 cytotoxic,GZMH,ENSG00000100450,Gene Expression
CD8 cytotoxic,CD2,ENSG00000116824,Gene Expression
CD8 cytotoxic,CTSW,ENSG00000172543,Gene Expression
CD8 cytotoxic,MT-ATP8,ENSG00000228253,Gene Expression
CD8 cytotoxic,CRIP1,ENSG00000213145,Gene Expression
CD8 cytotoxic,RAC2,ENSG00000128340,Gene Expression
CD8 cytotoxic,PTPRC,ENSG00000081237,Gene Expression
CD8 cytotoxic,CD8B,ENSG00000172116,Gene Expression
CD8 cytotoxic,HCST,ENSG00000126264,Gene Expression
CD8 cytotoxic,TRAC,ENSG00000277734,Gene Expression
CD8 cytotoxic,TRBC2,ENSG00000211772,Gene Expression
CD8 cytotoxic,CXCR4,ENSG00000121966,Gene Expression
CD8 cytotoxic,PLAAT4,ENSG00000133321,Gene Expression
CD8 cytotoxic,DUSP2,ENSG00000158050,Gene Expression
CD8 cytotoxic,SH3BGRL3,ENSG00000142669,Gene Expression
CD8 cytotoxic,TXNIP,ENSG00000265972,Gene Expression
CD8 cytotoxic,CORO1A,ENSG00000102879,Gene Expression
CD8 cytotoxic,MYL12A,ENSG00000101608,Gene Expression
CD8 cytotoxic,HSPA1B,ENSG00000204388,Gene Expression
CD8 cytotoxic,CD3G,ENSG00000160654,Gene Expression
CD8 cytotoxic,TRBC1,ENSG00000211751,Gene Expression
CD8 cytotoxic,ZFP36L2,ENSG00000152518,Gene Expression
CD8 cytotoxic,ARHGDIB,ENSG00000111348,Gene Expression
CD8 cytotoxic,BTG1,ENSG00000133639,Gene Expression
CD8 cytotoxic,TUBA4A,ENSG00000127824,Gene Expression
CD8 cytotoxic,HLA-B,ENSG00000234745,Gene Expression
CD8 cytotoxic,HLA-C,ENSG00000204525,Gene Expression
CD8 cytotoxic,LCP1,ENSG00000136167,Gene Expression
CD8 cytotoxic,GZMM,ENSG00000197540,Gene Expression
CD8 cytotoxic,LSP1,ENSG00000130592,Gene Expression
CD8 cytotoxic,GIMAP7,ENSG00000179144,Gene Expression
CD8 cytotoxic,S100A4,ENSG00000196154,Gene Expression
CD8 cytotoxic,APOBEC3G,ENSG00000239713,Gene Expression
CD8 cytotoxic,CD7,ENSG00000173762,Gene Expression
CD8 cytotoxic,CYTIP,ENSG00000115165,Gene Expression
CD8 cytotoxic,ISG20,ENSG00000172183,Gene Expression
CD8 cytotoxic,B2M,ENSG00000166710,Gene Expression
CD8 cytotoxic,HLA-E,ENSG00000204592,Gene Expression
CD8 EM,IL7R,ENSG00000168685,Gene Expression
CD8 EM,ZFP36L2,ENSG00000152518,Gene Expression
CD8 EM,MT-ATP8,ENSG00000228253,Gene Expression
CD8 EM,IL32,ENSG00000008517,Gene Expression
CD8 EM,BTG1,ENSG00000133639,Gene Expression
CD8 EM,CXCR4,ENSG00000121966,Gene Expression
CD8 EM,IFITM1,ENSG00000185885,Gene Expression
CD8 EM,CD52,ENSG00000169442,Gene Expression
CD8 EM,TSC22D3,ENSG00000157514,Gene Expression
CD8 EM,CD69,ENSG00000110848,Gene Expression
CD8 EM,CD3E,ENSG00000198851,Gene Expression
CD8 EM,LTB,ENSG00000227507,Gene Expression
CD8 EM,DUSP2,ENSG00000158050,Gene Expression
CD8 EM,CD3D,ENSG00000167286,Gene Expression
CD8 EM,JUNB,ENSG00000171223,Gene Expression
CD8 EM,TNFAIP3,ENSG00000118503,Gene Expression
CD8 EM,CRIP1,ENSG00000213145,Gene Expression
CD8 EM,CCL5,ENSG00000271503,Gene Expression
CD8 EM,CD2,ENSG00000116824,Gene Expression
CD8 EM,GZMK,ENSG00000113088,Gene Expression
CD8 EM,PTPRCAP,ENSG00000213402,Gene Expression
CD8 EM,GZMA,ENSG00000145649,Gene Expression
CD8 EM,CYTIP,ENSG00000115165,Gene Expression
CD8 EM,KLRB1,ENSG00000111796,Gene Expression
CD8 EM,S100A4,ENSG00000196154,Gene Expression
CD8 EM,TRAC,ENSG00000277734,Gene Expression
CD8 EM,FXYD5,ENSG00000089327,Gene Expression
CD8 EM,RAC2,ENSG00000128340,Gene Expression
CD8 EM,TXNIP,ENSG00000265972,Gene Expression
CD8 EM,CREM,ENSG00000095794,Gene Expression
CD8 EM,TRBC2,ENSG00000211772,Gene Expression
CD8 EM,ARHGDIB,ENSG00000111348,Gene Expression
CD8 EM,CD8A,ENSG00000153563,Gene Expression
CD8 EM,TUBA4A,ENSG00000127824,Gene Expression
CD8 EM,HLA-B,ENSG00000234745,Gene Expression
CD8 EM,TRBC1,ENSG00000211751,Gene Expression
CD8 EM,PTPRC,ENSG00000081237,Gene Expression
CD8 EM,ISG20,ENSG00000172183,Gene Expression
CD8 EM,CD7,ENSG00000173762,Gene Expression
CD8 EM,MYL12A,ENSG00000101608,Gene Expression
CD8 EM,IFITM2,ENSG00000185201,Gene Expression
CD8 EM,LCK,ENSG00000182866,Gene Expression
CD8 EM,CST7,ENSG00000077984,Gene Expression
CD8 EM,CD48,ENSG00000117091,Gene Expression
CD8 EM,CORO1A,ENSG00000102879,Gene Expression
CD8 EM,STK17B,ENSG00000081320,Gene Expression
CD8 EM,DNAJB1,ENSG00000132002,Gene Expression
CD8 EM,DDIT4,ENSG00000168209,Gene Expression
CD8 EM,CD3G,ENSG00000160654,Gene Expression
CD8 EM,SPOCK2,ENSG00000107742,Gene Expression
CD8 NK sig,GNLY,ENSG00000115523,Gene Expression
CD8 NK sig,NKG7,ENSG00000105374,Gene Expression
CD8 NK sig,GZMB,ENSG00000100453,Gene Expression
CD8 NK sig,PRF1,ENSG00000180644,Gene Expression
CD8 NK sig,CST7,ENSG00000077984,Gene Expression
CD8 NK sig,KLRD1,ENSG00000134539,Gene Expression
CD8 NK sig,FGFBP2,ENSG00000137441,Gene Expression
CD8 NK sig,CCL5,ENSG00000271503,Gene Expression
CD8 NK sig,CTSW,ENSG00000172543,Gene Expression
CD8 NK sig,GZMH,ENSG00000100450,Gene Expression
CD8 NK sig,KLRB1,ENSG00000111796,Gene Expression
CD8 NK sig,GZMA,ENSG00000145649,Gene Expression
CD8 NK sig,CD7,ENSG00000173762,Gene Expression
CD8 NK sig,IFITM2,ENSG00000185201,Gene Expression
CD8 NK sig,CD247,ENSG00000198821,Gene Expression
CD8 NK sig,IFITM1,ENSG00000185885,Gene Expression
CD8 NK sig,SPON2,ENSG00000159674,Gene Expression
CD8 NK sig,CD52,ENSG00000169442,Gene Expression
CD8 NK sig,IL32,ENSG00000008517,Gene Expression
CD8 NK sig,S100A4,ENSG00000196154,Gene Expression
CD8 NK sig,HCST,ENSG00000126264,Gene Expression
CD8 NK sig,KLRF1,ENSG00000150045,Gene Expression
CD8 NK sig,GZMM,ENSG00000197540,Gene Expression
CD8 NK sig,DUSP2,ENSG00000158050,Gene Expression
CD8 NK sig,MYL12A,ENSG00000101608,Gene Expression
CD8 NK sig,CMC1,ENSG00000187118,Gene Expression
CD8 NK sig,RAC2,ENSG00000128340,Gene Expression
CD8 NK sig,HLA-C,ENSG00000204525,Gene Expression
CD8 NK sig,CLIC3,ENSG00000169583,Gene Expression
CD8 NK sig,PTPRC,ENSG00000081237,Gene Expression
CD8 NK sig,MT-ATP8,ENSG00000228253,Gene Expression
CD8 NK sig,TXNIP,ENSG00000265972,Gene Expression
CD8 NK sig,TSC22D3,ENSG00000157514,Gene Expression
CD8 NK sig,HLA-B,ENSG00000234745,Gene Expression
CD8 NK sig,PLAC8,ENSG00000145287,Gene Expression
CD8 NK sig,BTG1,ENSG00000133639,Gene Expression
CD8 NK sig,CD3E,ENSG00000198851,Gene Expression
CD8 NK sig,TRDC,ENSG00000211829,Gene Expression
CD8 NK sig,HLA-E,ENSG00000204592,Gene Expression
CD8 NK sig,IL7R,ENSG00000168685,Gene Expression
CD8 NK sig,CCL4,ENSG00000275302,Gene Expression
CD8 NK sig,TRBC1,ENSG00000211751,Gene Expression
CD8 NK sig,CCND3,ENSG00000112576,Gene Expression
CD8 NK sig,CD8A,ENSG00000153563,Gene Expression
CD8 NK sig,ZFP36L2,ENSG00000152518,Gene Expression
CD8 NK sig,B2M,ENSG00000166710,Gene Expression
CD8 NK sig,AREG,ENSG00000109321,Gene Expression
CD8 NK sig,CORO1A,ENSG00000102879,Gene Expression
CD8 NK sig,IL2RG,ENSG00000147168,Gene Expression
CD8 NK sig,BIN2,ENSG00000110934,Gene Expression
CD4 rest,LTB,ENSG00000227507,Gene Expression
CD4 rest,CD52,ENSG00000169442,Gene Expression
CD4 rest,IL32,ENSG00000008517,Gene Expression
CD4 rest,KLRB1,ENSG00000111796,Gene Expression
CD4 rest,IL7R,ENSG00000168685,Gene Expression
CD4 rest,S100A4,ENSG00000196154,Gene Expression
CD4 rest,TRAC,ENSG00000277734,Gene Expression
CD4 rest,CD2,ENSG00000116824,Gene Expression
CD4 rest,CD3D,ENSG00000167286,Gene Expression
CD4 rest,CD3E,ENSG00000198851,Gene Expression
CD4 rest,TRBC2,ENSG00000211772,Gene Expression
CD4 rest,MYL12A,ENSG00000101608,Gene Expression
CD4 rest,TRBC1,ENSG00000211751,Gene Expression
CD4 rest,IFITM1,ENSG00000185885,Gene Expression
CD4 rest,FXYD5,ENSG00000089327,Gene Expression
CD4 rest,TXNIP,ENSG00000265972,Gene Expression
CD4 rest,RAC2,ENSG00000128340,Gene Expression
CD4 rest,IFITM2,ENSG00000185201,Gene Expression
CD4 rest,GZMA,ENSG00000145649,Gene Expression
CD4 rest,GIMAP7,ENSG00000179144,Gene Expression
CD4 rest,CD48,ENSG00000117091,Gene Expression
CD4 rest,ARHGDIB,ENSG00000111348,Gene Expression
CD4 rest,SH3BGRL3,ENSG00000142669,Gene Expression
CD4 rest,CORO1A,ENSG00000102879,Gene Expression
CD4 rest,CD7,ENSG00000173762,Gene Expression
CD4 rest,CD69,ENSG00000110848,Gene Expression
CD4 rest,CRIP1,ENSG00000213145,Gene Expression
CD4 rest,IL2RG,ENSG00000147168,Gene Expression
CD4 rest,B2M,ENSG00000166710,Gene Expression
CD4 rest,HCST,ENSG00000126264,Gene Expression
CD4 rest,CXCR4,ENSG00000121966,Gene Expression
CD4 rest,PTPRC,ENSG00000081237,Gene Expression
CD4 rest,HLA-C,ENSG00000204525,Gene Expression
CD4 rest,GMFG,ENSG00000130755,Gene Expression
CD4 rest,CD3G,ENSG00000160654,Gene Expression
CD4 rest,PLAAT4,ENSG00000133321,Gene Expression
CD4 rest,LCK,ENSG00000182866,Gene Expression
CD4 rest,ISG20,ENSG00000172183,Gene Expression
CD4 rest,MT-ATP8,ENSG00000228253,Gene Expression
CD4 rest,SPOCK2,ENSG00000107742,Gene Expression
CD4 rest,PTPRCAP,ENSG00000213402,Gene Expression
CD4 rest,BTG1,ENSG00000133639,Gene Expression
CD4 rest,LY6E,ENSG00000160932,Gene Expression
CD4 rest,CYTIP,ENSG00000115165,Gene Expression
CD4 rest,HLA-B,ENSG00000234745,Gene Expression
CD4 rest,LIMD2,ENSG00000136490,Gene Expression
CD4 rest,PLP2,ENSG00000102007,Gene Expression
CD4 rest,LSP1,ENSG00000130592,Gene Expression
CD4 rest,ACAP1,ENSG00000072818,Gene Expression
CD4 rest,TSC22D3,ENSG00000157514,Gene Expression
CD4 INF,LTB,ENSG00000227507,Gene Expression
CD4 INF,TRAC,ENSG00000277734,Gene Expression
CD4 INF,CD52,ENSG00000169442,Gene Expression
CD4 INF,IL32,ENSG00000008517,Gene Expression
CD4 INF,CD69,ENSG00000110848,Gene Expression
CD4 INF,S100A4,ENSG00000196154,Gene Expression
CD4 INF,CD2,ENSG00000116824,Gene Expression
CD4 INF,CD3D,ENSG00000167286,Gene Expression
CD4 INF,KLRB1,ENSG00000111796,Gene Expression
CD4 INF,TRBC1,ENSG00000211751,Gene Expression
CD4 INF,CXCR4,ENSG00000121966,Gene Expression
CD4 INF,TRBC2,ENSG00000211772,Gene Expression
CD4 INF,ISG15,ENSG00000187608,Gene Expression
CD4 INF,MYL12A,ENSG00000101608,Gene Expression
CD4 INF,ISG20,ENSG00000172183,Gene Expression
CD4 INF,CD48,ENSG00000117091,Gene Expression
CD4 INF,CORO1A,ENSG00000102879,Gene Expression
CD4 INF,IFITM2,ENSG00000185201,Gene Expression
CD4 INF,JUNB,ENSG00000171223,Gene Expression
CD4 INF,GZMA,ENSG00000145649,Gene Expression
CD4 INF,LY6E,ENSG00000160932,Gene Expression
CD4 INF,IL7R,ENSG00000168685,Gene Expression
CD4 INF,B2M,ENSG00000166710,Gene Expression
CD4 INF,FXYD5,ENSG00000089327,Gene Expression
CD4 INF,PLAAT4,ENSG00000133321,Gene Expression
CD4 INF,CD3E,ENSG00000198851,Gene Expression
CD4 INF,BTG1,ENSG00000133639,Gene Expression
CD4 INF,HLA-C,ENSG00000204525,Gene Expression
CD4 INF,GIMAP7,ENSG00000179144,Gene Expression
CD4 INF,IL2RG,ENSG00000147168,Gene Expression
CD4 INF,RAC2,ENSG00000128340,Gene Expression
CD4 INF,ARHGDIB,ENSG00000111348,Gene Expression
CD4 INF,LCK,ENSG00000182866,Gene Expression
CD4 INF,SH3BGRL3,ENSG00000142669,Gene Expression
CD4 INF,HCST,ENSG00000126264,Gene Expression
CD4 INF,GZMK,ENSG00000113088,Gene Expression
CD4 INF,GMFG,ENSG00000130755,Gene Expression
CD4 INF,HLA-B,ENSG00000234745,Gene Expression
CD4 INF,DUSP2,ENSG00000158050,Gene Expression
CD4 INF,LIMD2,ENSG00000136490,Gene Expression
CD4 INF,ACAP1,ENSG00000072818,Gene Expression
CD4 INF,TMSB4X,ENSG00000205542,Gene Expression
CD4 INF,ANXA1,ENSG00000135046,Gene Expression
CD4 INF,CD3G,ENSG00000160654,Gene Expression
CD4 INF,RPS4Y1,ENSG00000129824,Gene Expression
CD4 INF,CCL5,ENSG00000271503,Gene Expression
CD4 INF,TNFSF10,ENSG00000121858,Gene Expression
CD4 INF,CD7,ENSG00000173762,Gene Expression
CD4 INF,LSP1,ENSG00000130592,Gene Expression
CD4 INF,GIMAP4,ENSG00000133574,Gene Expression
Stress sig,CCL5,ENSG00000271503,Gene Expression
Stress sig,IFITM1,ENSG00000185885,Gene Expression
Stress sig,IL7R,ENSG00000168685,Gene Expression
Stress sig,GZMK,ENSG00000113088,Gene Expression
Stress sig,GZMA,ENSG00000145649,Gene Expression
Stress sig,IL32,ENSG00000008517,Gene Expression
Stress sig,CD3E,ENSG00000198851,Gene Expression
Stress sig,NKG7,ENSG00000105374,Gene Expression
Stress sig,ZFP36L2,ENSG00000152518,Gene Expression
Stress sig,CD2,ENSG00000116824,Gene Expression
Stress sig,PTPRC,ENSG00000081237,Gene Expression
Stress sig,CD7,ENSG00000173762,Gene Expression
Stress sig,CD52,ENSG00000169442,Gene Expression
Stress sig,CST7,ENSG00000077984,Gene Expression
Stress sig,BTG1,ENSG00000133639,Gene Expression
Stress sig,TNFAIP3,ENSG00000118503,Gene Expression
Stress sig,CD3D,ENSG00000167286,Gene Expression
Stress sig,CD69,ENSG00000110848,Gene Expression
Stress sig,CD8A,ENSG00000153563,Gene Expression
Stress sig,ISG20,ENSG00000172183,Gene Expression
Stress sig,RAC2,ENSG00000128340,Gene Expression
Stress sig,TRBC2,ENSG00000211772,Gene Expression
Stress sig,CRIP1,ENSG00000213145,Gene Expression
Stress sig,PTPRCAP,ENSG00000213402,Gene Expression
Stress sig,CXCR4,ENSG00000121966,Gene Expression
Stress sig,TSC22D3,ENSG00000157514,Gene Expression
Stress sig,DUSP2,ENSG00000158050,Gene Expression
Stress sig,TXNIP,ENSG00000265972,Gene Expression
Stress sig,GZMH,ENSG00000100450,Gene Expression
Stress sig,MT-ATP8,ENSG00000228253,Gene Expression
Stress sig,SH3BGRL3,ENSG00000142669,Gene Expression
Stress sig,GZMB,ENSG00000100453,Gene Expression
Stress sig,CD3G,ENSG00000160654,Gene Expression
Stress sig,TRAC,ENSG00000277734,Gene Expression
Stress sig,LCP1,ENSG00000136167,Gene Expression
Stress sig,MYL12A,ENSG00000101608,Gene Expression
Stress sig,MYH9,ENSG00000100345,Gene Expression
Stress sig,CD8B,ENSG00000172116,Gene Expression
Stress sig,TRBC1,ENSG00000211751,Gene Expression
Stress sig,IFITM2,ENSG00000185201,Gene Expression
Stress sig,ARHGDIB,ENSG00000111348,Gene Expression
Stress sig,LCK,ENSG00000182866,Gene Expression
Stress sig,CORO1A,ENSG00000102879,Gene Expression
Stress sig,LTB,ENSG00000227507,Gene Expression
Stress sig,HLA-E,ENSG00000204592,Gene Expression
Stress sig,CTSW,ENSG00000172543,Gene Expression
Stress sig,CD48,ENSG00000117091,Gene Expression
Stress sig,DNAJB1,ENSG00000132002,Gene Expression
Stress sig,HSPH1,ENSG00000120694,Gene Expression
Stress sig,GIMAP7,ENSG00000179144,Gene Expression
Reg T,IL32,ENSG00000008517,Gene Expression
Reg T,LTB,ENSG00000227507,Gene Expression
Reg T,TRAC,ENSG00000277734,Gene Expression
Reg T,S100A4,ENSG00000196154,Gene Expression
Reg T,TNFRSF4,ENSG00000186827,Gene Expression
Reg T,TRBC1,ENSG00000211751,Gene Expression
Reg T,CD3D,ENSG00000167286,Gene Expression
Reg T,TRBC2,ENSG00000211772,Gene Expression
Reg T,TNFRSF18,ENSG00000186891,Gene Expression
Reg T,CD2,ENSG00000116824,Gene Expression
Reg T,CD52,ENSG00000169442,Gene Expression
Reg T,CTLA4,ENSG00000163599,Gene Expression
Reg T,BATF,ENSG00000156127,Gene Expression
Reg T,CD7,ENSG00000173762,Gene Expression
Reg T,CD27,ENSG00000139193,Gene Expression
Reg T,IL2RG,ENSG00000147168,Gene Expression
Reg T,TIGIT,ENSG00000181847,Gene Expression
Reg T,CD3E,ENSG00000198851,Gene Expression
Reg T,FOXP3,ENSG00000049768,Gene Expression
Reg T,IL2RA,ENSG00000134460,Gene Expression
Reg T,SPOCK2,ENSG00000107742,Gene Expression
Reg T,ISG20,ENSG00000172183,Gene Expression
Reg T,RAC2,ENSG00000128340,Gene Expression
Reg T,ARHGDIB,ENSG00000111348,Gene Expression
Reg T,B2M,ENSG00000166710,Gene Expression
